,feature_name,word,zwickau,zwickau norm.,london,london norm.,breslau,breslau norm.,zwickau / london,zwickau / breslau,london / breslau,version with higher score
3501,word_counter,gaber,1,3.72300819061802e-05,1,3.328673190866121e-05,0,0.0,1.1184661206254656,0.0,0.0,zwickau
3502,word_counter,ioram,1,3.72300819061802e-05,1,3.328673190866121e-05,0,0.0,1.1184661206254656,0.0,0.0,zwickau
3503,word_counter,iosias,1,3.72300819061802e-05,1,3.328673190866121e-05,1,0.00010094891984655764,1.1184661206254656,0.368801191362621,0.32973836628719794,zwickau
3504,word_counter,paraone,1,3.72300819061802e-05,0,0.0,0,0.0,0.0,0.0,1.0,zwickau
3505,word_counter,r,1,3.72300819061802e-05,0,0.0,2,0.0002018978396931153,0.0,0.1844005956813105,0.0,breslau
3506,word_counter,necao,1,3.72300819061802e-05,0,0.0,0,0.0,0.0,0.0,1.0,zwickau
3507,word_counter,quieuerunt,1,3.72300819061802e-05,1,3.328673190866121e-05,0,0.0,1.1184661206254656,0.0,0.0,zwickau
3508,word_counter,fabe,1,3.72300819061802e-05,1,3.328673190866121e-05,1,0.00010094891984655764,1.1184661206254656,0.368801191362621,0.32973836628719794,zwickau
3509,word_counter,dictus,1,3.72300819061802e-05,3,9.986019572598362e-05,0,0.0,0.3728220402084885,0.0,0.0,london
3510,word_counter,apet,1,3.72300819061802e-05,0,0.0,0,0.0,0.0,0.0,1.0,zwickau
3511,word_counter,frumenti,1,3.72300819061802e-05,0,0.0,1,0.00010094891984655764,0.0,0.368801191362621,0.0,zwickau
3512,word_counter,olei,1,3.72300819061802e-05,0,0.0,0,0.0,0.0,0.0,1.0,zwickau
3513,word_counter,gignere,1,3.72300819061802e-05,0,0.0,1,0.00010094891984655764,0.0,0.368801191362621,0.0,zwickau
3514,word_counter,saluberrimo,1,3.72300819061802e-05,1,3.328673190866121e-05,1,0.00010094891984655764,1.1184661206254656,0.368801191362621,0.32973836628719794,zwickau
3515,word_counter,repugnantibus,1,3.72300819061802e-05,0,0.0,0,0.0,0.0,0.0,1.0,zwickau
3516,word_counter,possidere,1,3.72300819061802e-05,0,0.0,0,0.0,0.0,0.0,1.0,zwickau
3517,word_counter,caimot,1,3.72300819061802e-05,0,0.0,0,0.0,0.0,0.0,1.0,zwickau
3518,word_counter,us,1,3.72300819061802e-05,0,0.0,0,0.0,0.0,0.0,1.0,zwickau
3519,word_counter,casteli,1,3.72300819061802e-05,0,0.0,1,0.00010094891984655764,0.0,0.368801191362621,0.0,zwickau
3520,word_counter,faba,1,3.72300819061802e-05,2,6.657346381732241e-05,1,0.00010094891984655764,0.5592330603127328,0.368801191362621,0.6594767325743959,london
3521,word_counter,pugnauerunt,1,3.72300819061802e-05,1,3.328673190866121e-05,1,0.00010094891984655764,1.1184661206254656,0.368801191362621,0.32973836628719794,zwickau
3522,word_counter,pugnemus,1,3.72300819061802e-05,1,3.328673190866121e-05,1,0.00010094891984655764,1.1184661206254656,0.368801191362621,0.32973836628719794,zwickau
3523,word_counter,frequentabat,1,3.72300819061802e-05,1,3.328673190866121e-05,0,0.0,1.1184661206254656,0.0,0.0,zwickau
3524,word_counter,susceperat,1,3.72300819061802e-05,0,0.0,0,0.0,0.0,0.0,1.0,zwickau
3525,word_counter,abisac,1,3.72300819061802e-05,0,0.0,0,0.0,0.0,0.0,1.0,zwickau
3526,word_counter,sunnamitis,1,3.72300819061802e-05,0,0.0,0,0.0,0.0,0.0,1.0,zwickau
3527,word_counter,calefehler,1,3.72300819061802e-05,0,0.0,0,0.0,0.0,0.0,1.0,zwickau
3528,word_counter,definiertfaciebat,1,3.72300819061802e-05,0,0.0,0,0.0,0.0,0.0,1.0,zwickau
3529,word_counter,colocata,1,3.72300819061802e-05,1,3.328673190866121e-05,0,0.0,1.1184661206254656,0.0,0.0,zwickau
3530,word_counter,suspenderunt,1,3.72300819061802e-05,1,3.328673190866121e-05,1,0.00010094891984655764,1.1184661206254656,0.368801191362621,0.32973836628719794,zwickau
3531,word_counter,cadauera,1,3.72300819061802e-05,1,3.328673190866121e-05,0,0.0,1.1184661206254656,0.0,0.0,zwickau
3532,word_counter,scitopolis,1,3.72300819061802e-05,3,9.986019572598362e-05,1,0.00010094891984655764,0.3728220402084885,0.368801191362621,0.9892150988615938,london
3533,word_counter,conualis,1,3.72300819061802e-05,5,0.00016643365954330605,1,0.00010094891984655764,0.22369322412509307,0.368801191362621,1.6486918314359897,london
3534,word_counter,ailon,1,3.72300819061802e-05,0,0.0,0,0.0,0.0,0.0,1.0,zwickau
3535,word_counter,sidonia,1,3.72300819061802e-05,0,0.0,0,0.0,0.0,0.0,1.0,zwickau
3536,word_counter,remote,1,3.72300819061802e-05,0,0.0,0,0.0,0.0,0.0,1.0,zwickau
3537,word_counter,saule,1,3.72300819061802e-05,0,0.0,0,0.0,0.0,0.0,1.0,zwickau
3538,word_counter,constituto,1,3.72300819061802e-05,0,0.0,0,0.0,0.0,0.0,1.0,zwickau
3539,word_counter,sunam,1,3.72300819061802e-05,1,3.328673190866121e-05,0,0.0,1.1184661206254656,0.0,0.0,zwickau
3540,word_counter,sunanimitis,1,3.72300819061802e-05,0,0.0,0,0.0,0.0,0.0,1.0,zwickau
3541,word_counter,dicant,1,3.72300819061802e-05,1,3.328673190866121e-05,0,0.0,1.1184661206254656,0.0,0.0,zwickau
3542,word_counter,ros,1,3.72300819061802e-05,1,3.328673190866121e-05,1,0.00010094891984655764,1.1184661206254656,0.368801191362621,0.32973836628719794,zwickau
