,feature_name,word,zwickau,london,version with higher score
52224,count_vectorizer_6_gram,gitudi,29,35,london
52225,count_vectorizer_6_gram,_circu,29,33,london
52226,count_vectorizer_6_gram,ctum_e,29,42,london
52227,count_vectorizer_6_gram,ultum_,29,30,london
52228,count_vectorizer_6_gram,_later,29,29,equal
52229,count_vectorizer_6_gram,ordani,29,29,equal
52230,count_vectorizer_6_gram,rdanis,29,29,equal
52231,count_vectorizer_6_gram,_ipso_,29,29,equal
52232,count_vectorizer_6_gram,_prete,28,27,zwickau
52233,count_vectorizer_6_gram,_et_te,28,21,zwickau
52234,count_vectorizer_6_gram,polis_,28,28,equal
52235,count_vectorizer_6_gram,et_hab,28,28,equal
52236,count_vectorizer_6_gram,um_per,28,32,london
52237,count_vectorizer_6_gram,bitant,28,22,zwickau
52238,count_vectorizer_6_gram,itant_,28,24,zwickau
52239,count_vectorizer_6_gram,uidam_,28,34,london
52240,count_vectorizer_6_gram,m_sed_,28,30,london
52241,count_vectorizer_6_gram,_in_li,28,25,zwickau
52242,count_vectorizer_6_gram,tra_aq,28,31,london
